temperatura,humedad,alimento,estado,vida_util
33.84,77.89,Tomate,Deteriorado,2
27.39,52.94,Platano,Maduro,5
25.23,47.51,Tomate,Deteriorado,2
26.42,79.8,Lechuga,Deteriorado,2
26.72,58.94,Platano,Fresco,8
25.21,85.32,Platano,Fresco,12
22.91,81.87,Tomate,Deteriorado,3
21.85,79.19,Lechuga,Deteriorado,1
24.23,76.63,Lechuga,Fresco,7
29.72,68.69,Lechuga,Deteriorado,1
18.58,62.46,Pollo,Maduro,3
28.62,83.35,Tomate,Maduro,4
29.46,87.74,Pollo,Fresco,12
27.88,66.71,Tomate,Maduro,4
27.03,83.31,Pollo,Deteriorado,3
33.3,47.36,Platano,Maduro,4
34.18,82.26,Tomate,Maduro,3
20.59,53.17,Tomate,Deteriorado,3
18.23,72.75,Lechuga,Maduro,7
24.41,83.36,Pollo,Deteriorado,2
33.69,44.73,Pollo,Deteriorado,1
21.19,44.06,Lechuga,Maduro,7
26.94,78.46,Pollo,Deteriorado,1
23.31,84.81,Pollo,Fresco,14
31.23,47.73,Platano,Fresco,15
31.1,58.68,Lechuga,Deteriorado,2
18.1,83.4,Lechuga,Maduro,4
34.31,54.81,Pollo,Maduro,5
20.56,55.04,Pollo,Fresco,12
32.37,60.73,Platano,Fresco,15
32.69,73.2,Pollo,Fresco,12
33.25,41.93,Tomate,Fresco,15
28.62,70.78,Platano,Fresco,11
28.91,61.36,Platano,Maduro,6
31.37,48.03,Platano,Deteriorado,3
23.18,77.29,Pollo,Deteriorado,3
31.32,65.64,Tomate,Deteriorado,2
18.74,42.54,Tomate,Deteriorado,2
29.59,66.93,Lechuga,Fresco,15
18.51,86.37,Platano,Maduro,6
22.22,82.56,Lechuga,Fresco,13
32.77,83.33,Tomate,Deteriorado,1
23.55,62.04,Pollo,Fresco,14
24.12,54.01,Platano,Fresco,8
33.05,82.33,Tomate,Deteriorado,1
26.21,85.18,Platano,Fresco,13
30.41,68.19,Pollo,Maduro,6
29.19,68.69,Pollo,Deteriorado,3
25.21,42.12,Pollo,Fresco,8
28.09,78.13,Lechuga,Maduro,6
31.88,64.08,Platano,Fresco,14
25.74,71.32,Platano,Deteriorado,2
27.28,85.18,Pollo,Deteriorado,3
22.95,87.29,Tomate,Maduro,6
29.79,45.69,Platano,Deteriorado,2
23.74,70.05,Platano,Fresco,14
23.97,65.11,Platano,Maduro,3
32.05,86.87,Pollo,Maduro,7
26.33,41.01,Lechuga,Maduro,3
18.9,54.37,Lechuga,Fresco,9
20.68,81.95,Tomate,Deteriorado,2
26.66,81.24,Tomate,Deteriorado,2
29.43,53.56,Lechuga,Fresco,12
24.6,63.17,Lechuga,Deteriorado,2
34.19,69.61,Platano,Fresco,12
23.55,67.53,Platano,Fresco,11
22.93,50.62,Lechuga,Deteriorado,3
25.81,54.11,Tomate,Maduro,7
27.69,49.27,Pollo,Deteriorado,1
32.77,79.56,Platano,Deteriorado,3
28.12,85.94,Platano,Fresco,7
22.72,42.96,Lechuga,Maduro,5
23.92,49.31,Tomate,Fresco,12
30.48,43.95,Lechuga,Deteriorado,3
18.18,75.55,Tomate,Deteriorado,1
34.28,51.91,Tomate,Maduro,4
18.9,50.99,Platano,Deteriorado,1
29.52,75.21,Pollo,Deteriorado,3
24.96,76.69,Pollo,Maduro,6
19.52,75.53,Tomate,Deteriorado,1
28.2,40.52,Lechuga,Deteriorado,2
24.81,77.91,Tomate,Maduro,4
20.64,83.37,Lechuga,Fresco,15
33.69,85.36,Pollo,Deteriorado,1
25.62,70.33,Lechuga,Fresco,8
32.93,55.69,Platano,Deteriorado,1
20.1,57.57,Platano,Fresco,9
19.73,48.39,Tomate,Maduro,7
33.5,63.95,Platano,Fresco,13
25.28,79.79,Tomate,Deteriorado,1
33.95,89.61,Platano,Deteriorado,2
24.55,80.35,Lechuga,Deteriorado,3
31.82,80.03,Lechuga,Deteriorado,2
32.12,67.99,Lechuga,Deteriorado,2
27.36,68.76,Pollo,Deteriorado,2
34.28,47.31,Tomate,Deteriorado,3
20.14,64.53,Tomate,Maduro,3
34.76,78.89,Pollo,Maduro,7
34.32,82.8,Platano,Deteriorado,1
18.09,67.84,Lechuga,Maduro,3
28.56,75.6,Platano,Fresco,12
24.29,83.43,Lechuga,Deteriorado,1
26.07,47.16,Platano,Fresco,15
22.47,65.83,Platano,Fresco,11
31.68,51.75,Platano,Deteriorado,2
33.95,45.48,Lechuga,Maduro,6
18.66,74.82,Pollo,Maduro,3
27.65,53.4,Tomate,Maduro,6
28.56,51.42,Platano,Fresco,7
18.72,84.86,Lechuga,Deteriorado,3
21.55,68.89,Platano,Fresco,7
31.76,89.91,Platano,Maduro,7
18.39,61.43,Platano,Deteriorado,2
29.5,43.48,Platano,Fresco,9
19.08,54.04,Lechuga,Fresco,9
18.79,56.21,Pollo,Deteriorado,1
19.96,72.58,Platano,Maduro,6
33.6,64.36,Lechuga,Deteriorado,3
33.51,88.18,Lechuga,Fresco,10
26.56,63.67,Pollo,Deteriorado,1
34.85,57.46,Pollo,Maduro,6
29.53,65.29,Platano,Deteriorado,2
25.4,44.63,Pollo,Maduro,4
24.96,58.75,Tomate,Fresco,7
24.15,62.28,Tomate,Deteriorado,2
22.28,81.95,Tomate,Fresco,10
27.02,54.59,Tomate,Deteriorado,1
23.13,77.57,Platano,Maduro,6
29.45,70.19,Platano,Fresco,10
34.17,47.68,Platano,Fresco,12
30.69,89.19,Pollo,Fresco,15
25.16,61.28,Tomate,Maduro,4
30.64,77.96,Lechuga,Deteriorado,1
27.99,45.43,Tomate,Fresco,12
22.77,52.5,Pollo,Maduro,4
32.96,60.2,Pollo,Deteriorado,2
25.94,81.45,Tomate,Deteriorado,1
19.55,44.78,Pollo,Maduro,7
33.72,52.05,Lechuga,Maduro,3
21.98,64.04,Pollo,Deteriorado,1
18.46,54.61,Lechuga,Fresco,9
28.99,50.59,Platano,Deteriorado,1
28.51,43.55,Pollo,Deteriorado,2
18.05,57.85,Platano,Maduro,4
34.37,48.43,Pollo,Maduro,3
27.93,82.1,Lechuga,Maduro,3
20.18,86.54,Lechuga,Maduro,6
31.33,41.55,Platano,Fresco,8
34.28,82.77,Lechuga,Fresco,10
31.52,64.25,Platano,Deteriorado,2
34.17,60.23,Tomate,Deteriorado,3
19.24,52.08,Lechuga,Deteriorado,2
31.32,76.44,Tomate,Maduro,5
33.55,82.42,Platano,Fresco,11
26.28,69.96,Pollo,Fresco,14
21.83,45.59,Tomate,Maduro,6
33.8,89.51,Pollo,Fresco,13
26.43,64.8,Tomate,Deteriorado,1
18.44,60.53,Pollo,Deteriorado,1
23.96,51.37,Pollo,Maduro,6
25.02,77.72,Pollo,Fresco,14
27.34,74.82,Platano,Deteriorado,2
29.91,80.99,Pollo,Maduro,5
21.28,50.07,Tomate,Maduro,7
22.52,54.01,Lechuga,Deteriorado,1
19.85,63.53,Tomate,Maduro,5
31.87,57.19,Platano,Deteriorado,3
28.81,53.38,Lechuga,Fresco,11
32.97,46.71,Platano,Fresco,14
20.06,71.83,Platano,Deteriorado,2
25.2,59.32,Pollo,Deteriorado,1
20.97,48.33,Platano,Maduro,4
31.28,40.8,Platano,Fresco,13
33.4,54.72,Platano,Maduro,3
19.13,76.78,Platano,Fresco,12
21.01,59.76,Pollo,Maduro,5
27.67,88.96,Pollo,Deteriorado,3
25.16,46.92,Platano,Deteriorado,2
28.33,46.61,Pollo,Fresco,10
23.25,61.37,Pollo,Fresco,8
28.3,84.02,Pollo,Deteriorado,2
27.78,83.94,Platano,Fresco,13
31.22,66.08,Lechuga,Deteriorado,3
27.47,60.76,Platano,Deteriorado,2
28.71,58.32,Tomate,Fresco,9
34.31,70.14,Pollo,Maduro,7
32.35,87.51,Tomate,Deteriorado,1
27.69,78.26,Lechuga,Fresco,9
19.75,53.38,Lechuga,Maduro,3
28.16,58.01,Lechuga,Maduro,4
29.91,83.33,Pollo,Deteriorado,3
18.61,77.7,Pollo,Deteriorado,3
34.81,48.5,Tomate,Maduro,3
33.38,72.32,Pollo,Deteriorado,2
28.65,85.79,Lechuga,Deteriorado,3
19.58,45.17,Tomate,Fresco,9
27.83,60.4,Tomate,Deteriorado,2
26.55,64.81,Lechuga,Maduro,6
33.91,88.12,Tomate,Maduro,3
24.85,43.98,Platano,Maduro,7
32.18,44.29,Lechuga,Fresco,7
34.0,46.0,Pollo,Maduro,3
29.88,77.05,Lechuga,Fresco,8
33.44,66.58,Pollo,Deteriorado,2
33.92,52.94,Pollo,Deteriorado,3
33.68,76.87,Lechuga,Fresco,12
26.02,75.49,Tomate,Fresco,12
20.49,78.58,Platano,Fresco,10
19.45,68.77,Tomate,Deteriorado,1
31.47,72.59,Lechuga,Fresco,9
34.31,58.93,Lechuga,Deteriorado,3
28.52,75.73,Lechuga,Deteriorado,2
18.2,51.3,Tomate,Deteriorado,2
28.45,49.81,Platano,Maduro,7
28.32,68.04,Tomate,Fresco,11
26.58,62.89,Platano,Fresco,13
28.91,40.92,Pollo,Deteriorado,3
22.54,42.39,Platano,Fresco,11
21.89,77.21,Pollo,Maduro,6
29.84,57.43,Tomate,Fresco,14
33.8,83.18,Tomate,Deteriorado,3
27.35,63.65,Platano,Deteriorado,3
32.01,40.64,Lechuga,Deteriorado,3
23.33,65.78,Pollo,Deteriorado,1
22.18,42.34,Tomate,Maduro,7
29.1,74.19,Tomate,Deteriorado,1
34.86,71.3,Platano,Deteriorado,3
26.24,47.88,Lechuga,Deteriorado,2
31.87,57.77,Platano,Maduro,6
30.94,67.6,Tomate,Deteriorado,1
30.13,60.68,Lechuga,Maduro,3
29.72,81.78,Platano,Fresco,14
18.68,83.58,Platano,Maduro,7
23.9,59.19,Tomate,Maduro,7
34.62,50.28,Tomate,Fresco,14
21.22,79.99,Pollo,Maduro,5
32.43,46.99,Platano,Maduro,6
20.3,77.43,Pollo,Deteriorado,2
20.98,76.17,Tomate,Deteriorado,3
30.19,57.6,Pollo,Maduro,6
22.48,42.45,Pollo,Maduro,3
31.55,67.4,Platano,Fresco,7
26.52,65.42,Pollo,Fresco,7
29.49,62.82,Platano,Deteriorado,2
24.33,69.17,Tomate,Maduro,3
29.74,48.92,Tomate,Fresco,10
30.66,68.13,Lechuga,Deteriorado,1
33.8,76.38,Platano,Fresco,9
32.04,50.94,Tomate,Deteriorado,3
22.16,74.96,Pollo,Fresco,14
30.89,80.09,Lechuga,Maduro,7
27.47,52.78,Pollo,Deteriorado,2
26.58,84.51,Pollo,Maduro,3
30.75,49.1,Tomate,Fresco,7
26.84,65.29,Pollo,Fresco,13
24.42,84.38,Pollo,Fresco,11
19.71,73.27,Tomate,Fresco,13
23.45,56.99,Platano,Maduro,7
26.87,60.82,Pollo,Maduro,4
32.15,51.8,Platano,Fresco,7
18.08,58.49,Lechuga,Maduro,5
26.33,89.05,Tomate,Fresco,8
33.3,77.17,Lechuga,Fresco,8
20.42,56.76,Platano,Maduro,3
23.34,53.45,Platano,Fresco,13
34.55,51.75,Platano,Fresco,8
32.29,84.6,Platano,Maduro,4
26.93,50.88,Lechuga,Fresco,9
33.76,75.99,Lechuga,Fresco,13
21.4,48.9,Pollo,Maduro,6
28.87,71.19,Platano,Deteriorado,2
26.16,87.42,Lechuga,Fresco,7
19.3,55.88,Lechuga,Deteriorado,2
26.78,45.08,Pollo,Deteriorado,1
29.76,79.48,Platano,Maduro,5
31.23,87.59,Pollo,Deteriorado,2
23.2,54.02,Pollo,Deteriorado,1
25.12,70.05,Tomate,Fresco,13
34.77,61.13,Pollo,Deteriorado,3
19.75,69.65,Pollo,Fresco,9
23.97,61.77,Tomate,Fresco,9
25.39,86.33,Tomate,Deteriorado,3
33.51,71.6,Pollo,Fresco,7
30.94,81.92,Platano,Deteriorado,3
32.01,50.7,Pollo,Maduro,3
25.87,44.45,Platano,Deteriorado,1
23.99,61.89,Lechuga,Deteriorado,1
24.76,78.92,Lechuga,Deteriorado,3
31.11,62.8,Pollo,Fresco,8
27.51,52.66,Platano,Maduro,6
25.4,65.88,Pollo,Deteriorado,3
21.94,59.99,Lechuga,Deteriorado,1
29.71,60.07,Platano,Fresco,9
29.09,53.89,Platano,Fresco,13
27.38,63.84,Tomate,Deteriorado,3
25.03,56.56,Platano,Deteriorado,3
23.08,50.69,Tomate,Deteriorado,2
26.24,42.9,Tomate,Fresco,7
18.25,80.84,Tomate,Deteriorado,2
28.53,44.79,Tomate,Maduro,3
28.98,84.51,Platano,Deteriorado,3
22.47,69.28,Lechuga,Deteriorado,1
30.84,69.96,Tomate,Maduro,5
31.1,53.17,Pollo,Deteriorado,2
21.71,88.24,Lechuga,Deteriorado,1
25.17,61.9,Pollo,Deteriorado,3
20.8,72.39,Lechuga,Fresco,14
18.99,70.57,Tomate,Fresco,9
32.24,68.38,Lechuga,Deteriorado,3
18.3,45.84,Lechuga,Fresco,10
34.41,67.34,Tomate,Maduro,7
19.69,78.32,Tomate,Deteriorado,2
34.39,82.48,Tomate,Maduro,6
22.81,56.86,Platano,Maduro,6
33.96,49.39,Lechuga,Fresco,8
27.81,57.34,Tomate,Deteriorado,3
22.08,78.23,Lechuga,Fresco,13
30.23,78.8,Lechuga,Fresco,13
27.23,81.87,Tomate,Maduro,5
18.45,88.46,Platano,Fresco,14
24.23,86.25,Tomate,Deteriorado,2
30.43,49.42,Tomate,Fresco,15
23.31,55.5,Pollo,Deteriorado,3
33.27,46.48,Tomate,Deteriorado,1
27.82,49.51,Platano,Maduro,4
33.48,61.96,Platano,Fresco,13
33.81,44.38,Pollo,Fresco,10
34.86,67.49,Tomate,Fresco,8
33.73,76.92,Lechuga,Maduro,4
33.01,85.65,Tomate,Deteriorado,1
18.76,70.22,Pollo,Fresco,7
19.9,78.27,Lechuga,Deteriorado,3
29.07,50.48,Lechuga,Fresco,7
32.19,60.75,Lechuga,Maduro,6
34.81,48.32,Platano,Maduro,5
30.35,78.21,Platano,Maduro,7
25.3,58.19,Platano,Maduro,7
25.49,41.97,Tomate,Maduro,5
24.51,54.82,Pollo,Maduro,6
26.4,89.65,Lechuga,Maduro,6
29.18,58.72,Platano,Deteriorado,1
18.6,75.91,Lechuga,Fresco,9
28.65,65.88,Pollo,Fresco,8
25.28,67.97,Platano,Maduro,5
31.43,83.96,Lechuga,Fresco,11
24.12,77.9,Tomate,Fresco,14
23.49,68.04,Platano,Maduro,5
18.2,50.06,Tomate,Maduro,3
23.96,47.62,Platano,Maduro,3
32.89,85.95,Platano,Fresco,14
30.99,49.0,Lechuga,Fresco,13
26.88,79.91,Tomate,Fresco,9
19.99,45.14,Pollo,Fresco,10
30.22,41.64,Tomate,Maduro,4
32.88,62.85,Platano,Fresco,10
27.24,61.6,Platano,Maduro,5
21.73,88.7,Platano,Deteriorado,1
29.28,47.33,Lechuga,Deteriorado,3
32.49,52.96,Platano,Fresco,8
18.02,75.9,Tomate,Fresco,8
18.31,62.53,Platano,Deteriorado,1
34.3,63.84,Platano,Fresco,7
28.88,86.3,Platano,Deteriorado,3
32.64,83.36,Lechuga,Maduro,4
26.87,82.66,Platano,Deteriorado,1
23.92,40.67,Pollo,Deteriorado,3
34.61,72.06,Tomate,Fresco,13
31.51,73.01,Platano,Fresco,12
32.42,41.24,Tomate,Maduro,6
19.33,70.8,Lechuga,Deteriorado,3
28.69,82.13,Tomate,Fresco,13
34.89,69.26,Lechuga,Fresco,14
27.17,74.48,Tomate,Fresco,9
26.36,60.94,Platano,Maduro,5
33.74,52.63,Tomate,Maduro,4
28.85,85.72,Tomate,Fresco,9
21.13,88.26,Tomate,Deteriorado,2
19.44,76.88,Tomate,Maduro,7
20.85,54.25,Tomate,Maduro,7
31.56,60.93,Lechuga,Deteriorado,1
20.87,53.56,Tomate,Maduro,5
22.79,75.02,Pollo,Fresco,8
19.94,62.27,Pollo,Fresco,7
18.16,42.72,Platano,Maduro,7
30.78,89.38,Pollo,Fresco,14
27.32,62.59,Platano,Fresco,15
32.28,41.52,Lechuga,Maduro,7
29.74,54.83,Pollo,Fresco,10
28.17,56.36,Tomate,Fresco,15
33.44,41.8,Lechuga,Maduro,4
18.75,43.27,Tomate,Fresco,8
26.55,47.45,Tomate,Fresco,13
30.46,73.56,Pollo,Maduro,7
19.07,75.2,Tomate,Fresco,7
30.52,65.63,Platano,Fresco,13
22.75,65.41,Tomate,Maduro,3
22.73,61.34,Platano,Maduro,4
34.46,63.54,Platano,Maduro,4
32.61,75.76,Pollo,Fresco,7
28.12,71.59,Pollo,Maduro,6
31.46,89.6,Platano,Maduro,5
19.35,79.49,Platano,Maduro,4
30.12,85.76,Tomate,Deteriorado,2
28.74,46.79,Tomate,Fresco,13
24.69,63.06,Pollo,Deteriorado,1
29.59,47.54,Platano,Fresco,9
19.54,78.24,Tomate,Fresco,9
34.85,88.14,Lechuga,Fresco,14
33.39,75.33,Lechuga,Maduro,5
22.03,69.09,Platano,Deteriorado,3
32.66,74.54,Platano,Maduro,5
31.22,46.54,Pollo,Fresco,8
29.26,49.0,Lechuga,Fresco,7
33.77,74.05,Platano,Deteriorado,1
28.87,54.39,Lechuga,Fresco,13
27.48,54.33,Pollo,Deteriorado,3
23.3,62.06,Pollo,Deteriorado,1
27.6,83.83,Tomate,Fresco,14
30.14,57.18,Lechuga,Deteriorado,3
27.61,45.67,Lechuga,Maduro,4
26.66,62.5,Platano,Maduro,3
34.45,58.23,Lechuga,Maduro,6
22.95,72.17,Pollo,Maduro,5
34.83,55.55,Tomate,Fresco,13
34.08,47.16,Lechuga,Deteriorado,1
19.17,72.37,Lechuga,Maduro,3
30.54,77.38,Tomate,Fresco,12
25.83,88.8,Platano,Maduro,7
32.07,75.11,Tomate,Fresco,14
31.08,47.21,Lechuga,Maduro,7
20.74,50.2,Pollo,Deteriorado,2
27.85,64.5,Lechuga,Deteriorado,1
20.31,46.82,Tomate,Maduro,3
30.06,40.76,Pollo,Fresco,12
23.03,60.01,Pollo,Maduro,5
20.79,82.04,Platano,Fresco,8
18.57,75.34,Tomate,Deteriorado,3
32.4,77.27,Platano,Deteriorado,1
31.01,80.41,Pollo,Maduro,4
22.63,44.65,Lechuga,Maduro,3
25.06,72.6,Platano,Fresco,9
23.91,65.7,Pollo,Maduro,4
27.41,47.31,Pollo,Deteriorado,1
20.35,84.64,Lechuga,Fresco,7
26.75,89.65,Tomate,Maduro,6
25.48,87.26,Lechuga,Fresco,13
26.86,78.78,Lechuga,Fresco,11
32.21,55.02,Lechuga,Fresco,8
20.68,49.6,Tomate,Maduro,6
21.26,56.94,Pollo,Fresco,7
20.53,65.75,Tomate,Deteriorado,1
24.08,88.23,Tomate,Maduro,4
25.91,64.46,Lechuga,Deteriorado,1
34.84,48.85,Lechuga,Deteriorado,1
26.48,80.22,Platano,Deteriorado,3
19.59,75.0,Lechuga,Deteriorado,2
18.29,81.18,Platano,Deteriorado,2
21.28,81.08,Lechuga,Maduro,7
33.31,62.73,Lechuga,Deteriorado,2
26.02,57.08,Platano,Maduro,7
22.85,41.85,Lechuga,Maduro,7
28.78,59.11,Platano,Deteriorado,1
22.52,84.63,Lechuga,Deteriorado,3
23.47,60.82,Tomate,Maduro,5
33.76,64.39,Platano,Fresco,10
29.37,85.52,Pollo,Maduro,5
33.5,58.84,Tomate,Deteriorado,3
30.93,74.94,Pollo,Maduro,6
24.9,54.13,Platano,Fresco,15
29.34,70.83,Platano,Deteriorado,3
27.46,77.62,Platano,Maduro,4
33.02,84.74,Tomate,Deteriorado,1
25.28,47.46,Tomate,Maduro,7
26.36,80.96,Platano,Deteriorado,1
28.36,72.48,Platano,Fresco,12
21.62,46.28,Platano,Deteriorado,1
20.98,63.74,Lechuga,Maduro,7
31.23,63.53,Lechuga,Deteriorado,2
24.33,88.68,Platano,Maduro,5
21.56,45.63,Pollo,Fresco,11
25.47,59.3,Pollo,Maduro,4
28.22,54.63,Tomate,Maduro,6
32.66,49.86,Tomate,Maduro,6
29.83,55.73,Lechuga,Fresco,8
34.78,79.56,Lechuga,Deteriorado,2
27.58,76.23,Pollo,Fresco,9
33.86,55.31,Lechuga,Deteriorado,3
18.37,86.44,Pollo,Maduro,4
18.94,52.49,Pollo,Deteriorado,3
27.45,56.95,Lechuga,Maduro,5
24.06,45.43,Lechuga,Maduro,7
24.44,86.54,Pollo,Deteriorado,2
31.69,58.91,Lechuga,Maduro,5
34.81,72.33,Pollo,Fresco,9
26.54,58.51,Platano,Deteriorado,2
26.7,65.01,Lechuga,Fresco,13
24.21,77.23,Lechuga,Maduro,7
33.32,61.64,Tomate,Fresco,15
29.16,41.21,Lechuga,Maduro,6
26.12,70.25,Lechuga,Fresco,14
23.25,63.18,Tomate,Deteriorado,3
27.4,86.63,Platano,Fresco,8
20.25,83.2,Tomate,Fresco,7
22.05,86.27,Platano,Fresco,7
24.46,73.16,Tomate,Fresco,15
19.67,67.04,Lechuga,Deteriorado,1
30.84,48.62,Lechuga,Maduro,6
25.6,73.59,Tomate,Maduro,3
23.57,58.96,Pollo,Maduro,6
27.49,53.87,Pollo,Fresco,9
21.61,84.96,Tomate,Fresco,11
32.29,82.72,Platano,Fresco,13
19.88,82.8,Pollo,Maduro,6
32.86,67.42,Tomate,Deteriorado,1
18.82,78.21,Platano,Fresco,12
32.31,55.71,Platano,Fresco,15
20.72,40.9,Platano,Maduro,3
29.58,52.85,Tomate,Maduro,4
24.77,43.0,Platano,Fresco,12
25.62,76.77,Pollo,Maduro,3
19.35,77.84,Pollo,Maduro,7
30.02,65.38,Platano,Fresco,10
29.31,79.21,Platano,Deteriorado,3
22.35,66.28,Pollo,Maduro,7
20.27,54.03,Lechuga,Deteriorado,3
30.82,66.09,Pollo,Fresco,13
21.87,53.17,Lechuga,Maduro,7
32.85,61.65,Pollo,Deteriorado,2
29.01,82.14,Platano,Maduro,4
20.23,67.94,Tomate,Fresco,14
24.22,81.98,Pollo,Deteriorado,1
22.58,84.43,Lechuga,Fresco,15
19.63,72.13,Tomate,Deteriorado,2
26.52,43.23,Pollo,Deteriorado,3
25.19,58.88,Platano,Fresco,10
34.1,48.54,Lechuga,Deteriorado,1
21.32,85.56,Lechuga,Deteriorado,2
30.62,70.29,Tomate,Maduro,4
27.9,54.44,Pollo,Fresco,12
34.14,55.63,Platano,Fresco,15
24.92,81.02,Platano,Deteriorado,1
34.01,56.55,Platano,Maduro,7
31.93,55.83,Lechuga,Fresco,15
27.76,57.65,Tomate,Maduro,6
27.84,74.21,Platano,Fresco,9
32.91,41.2,Pollo,Deteriorado,3
23.07,54.78,Lechuga,Fresco,14
24.63,68.14,Platano,Maduro,7
29.67,57.1,Pollo,Maduro,3
30.99,54.04,Lechuga,Deteriorado,1
27.08,54.67,Platano,Deteriorado,2
28.98,50.11,Platano,Deteriorado,2
21.56,67.27,Lechuga,Deteriorado,1
26.15,64.33,Pollo,Deteriorado,1
18.37,82.09,Lechuga,Maduro,7
26.68,47.77,Tomate,Fresco,13
26.04,75.95,Platano,Fresco,12
26.95,81.56,Pollo,Deteriorado,2
31.16,42.71,Platano,Fresco,14
28.84,53.3,Pollo,Deteriorado,3
27.6,63.36,Platano,Deteriorado,1
30.1,66.17,Platano,Maduro,7
22.53,54.42,Tomate,Deteriorado,1
30.17,84.29,Pollo,Deteriorado,2
22.83,47.85,Lechuga,Maduro,3
26.37,76.8,Tomate,Maduro,7
26.77,72.03,Tomate,Maduro,3
23.05,52.25,Platano,Maduro,7
26.08,87.56,Lechuga,Deteriorado,2
29.87,79.38,Lechuga,Deteriorado,1
26.11,61.69,Platano,Maduro,7
26.78,66.16,Pollo,Maduro,5
33.58,45.36,Tomate,Fresco,11
23.87,69.9,Platano,Fresco,12
23.69,49.63,Lechuga,Deteriorado,3
27.38,51.38,Tomate,Fresco,11
33.17,52.19,Platano,Fresco,8
23.71,66.94,Platano,Maduro,6
25.29,44.02,Lechuga,Fresco,7
34.3,47.42,Tomate,Fresco,15
33.63,69.27,Tomate,Fresco,10
26.66,57.29,Lechuga,Deteriorado,1
29.09,89.12,Pollo,Maduro,3
21.06,45.98,Platano,Fresco,8
31.91,71.29,Pollo,Fresco,12
26.1,77.72,Platano,Maduro,7
25.56,57.98,Lechuga,Fresco,10
34.47,57.13,Platano,Deteriorado,3
28.79,56.13,Pollo,Deteriorado,3
34.86,63.23,Platano,Maduro,5
32.7,85.81,Tomate,Deteriorado,1
29.33,41.04,Tomate,Maduro,5
20.8,87.85,Pollo,Maduro,3
25.36,75.68,Tomate,Fresco,11
19.2,80.04,Pollo,Fresco,10
32.13,73.64,Lechuga,Fresco,12
23.86,68.76,Lechuga,Fresco,8
27.07,40.73,Platano,Fresco,14
27.0,81.36,Lechuga,Maduro,3
28.73,50.17,Platano,Fresco,14
26.72,83.44,Pollo,Fresco,10
28.64,71.14,Tomate,Deteriorado,3
18.86,55.0,Tomate,Fresco,9
34.61,74.58,Pollo,Deteriorado,3
20.48,48.17,Lechuga,Deteriorado,1
26.96,63.57,Tomate,Deteriorado,2
18.3,73.34,Lechuga,Deteriorado,3
25.12,74.56,Tomate,Fresco,15
28.23,73.39,Tomate,Deteriorado,2
27.2,44.44,Platano,Maduro,4
21.69,85.69,Platano,Maduro,3
24.85,74.44,Pollo,Fresco,13
28.11,47.22,Tomate,Maduro,5
28.6,45.56,Platano,Deteriorado,1
34.29,45.08,Lechuga,Maduro,5
31.85,58.28,Platano,Fresco,9
24.12,68.83,Lechuga,Deteriorado,3
18.03,41.28,Lechuga,Deteriorado,3
25.2,81.0,Tomate,Deteriorado,2
18.23,62.65,Pollo,Deteriorado,3
27.79,60.19,Pollo,Fresco,11
34.55,56.43,Tomate,Maduro,4
18.28,40.51,Tomate,Deteriorado,1
31.53,76.23,Pollo,Fresco,14
31.36,41.41,Tomate,Fresco,15
27.57,77.11,Pollo,Maduro,7
29.62,70.46,Lechuga,Deteriorado,1
22.71,65.83,Platano,Deteriorado,3
22.49,48.46,Tomate,Fresco,15
22.87,62.66,Tomate,Fresco,10
26.07,61.37,Tomate,Fresco,7
25.84,50.33,Lechuga,Fresco,15
28.58,40.95,Lechuga,Deteriorado,3
24.08,89.51,Pollo,Maduro,7
29.43,63.24,Pollo,Maduro,4
27.54,78.81,Pollo,Deteriorado,1
31.81,60.91,Tomate,Deteriorado,1
25.99,85.31,Tomate,Fresco,9
29.67,65.26,Platano,Deteriorado,1
25.44,88.2,Platano,Deteriorado,1
23.15,80.51,Pollo,Maduro,4
23.9,61.92,Tomate,Maduro,5
20.41,46.34,Lechuga,Maduro,6
26.43,59.38,Tomate,Fresco,12
30.42,72.72,Lechuga,Maduro,7
28.03,79.6,Pollo,Maduro,6
32.48,88.55,Platano,Maduro,3
32.4,49.33,Pollo,Maduro,6
30.09,57.6,Lechuga,Maduro,3
30.46,83.18,Pollo,Maduro,6
25.5,64.18,Tomate,Maduro,3
34.75,56.77,Tomate,Maduro,6
32.94,76.22,Pollo,Fresco,9
31.98,56.14,Pollo,Deteriorado,2
27.58,43.57,Tomate,Fresco,10
25.41,62.28,Pollo,Fresco,12
34.09,64.88,Pollo,Fresco,9
23.19,71.47,Lechuga,Fresco,15
32.68,75.56,Pollo,Fresco,7
34.64,64.69,Pollo,Deteriorado,2
35.0,67.17,Platano,Deteriorado,3
23.68,48.61,Tomate,Fresco,7
29.76,69.96,Pollo,Fresco,11
24.15,52.86,Tomate,Maduro,7
18.7,68.95,Pollo,Maduro,3
24.45,60.14,Lechuga,Deteriorado,1
20.35,50.37,Pollo,Deteriorado,1
25.68,48.39,Tomate,Fresco,9
32.25,68.63,Platano,Fresco,13
22.81,73.63,Lechuga,Maduro,7
25.88,63.79,Lechuga,Fresco,9
31.12,89.07,Tomate,Deteriorado,1
30.32,43.55,Lechuga,Maduro,5
31.58,77.62,Platano,Maduro,6
30.2,72.95,Tomate,Deteriorado,2
19.3,54.43,Lechuga,Fresco,11
